,year,title,abstract,theme,China,Russia,War,President,US,Vietnam,Cold War,World War,Vietnam War,Korean War,Survey,Case Study,Trade,Humanitarian,fixed_effects,instrumental_variable,regression,experimental
96,2013,"Leaders, Perceptions, and Reputations for Resolve"," Can individual leaders develop reputations for resolve independent from the state? Scholars of
international relations focus nearly exclusively on how states develop these reputations for resolve. However,
recent scholarship questions this state-centric view, indicating that leaders are important actors in
international bargaining and crises. My dissertation bridges these two literatures by examining whether
leaders may develop their own reputations for resolve. Drawing from cognitive psychology, I argue leaders
can develop such reputations of their own as decision-makers will look to leader-based characteristics when
making assessments of resolve. I further argue reputations for resolve will be based on a leader’s behavior
while in office, but will be conditioned by cognitive constraints. Due to the ways in which individual decisionmakers seek out and internalize information, early actions will matter more in assessments of resolve,
making initial reputations difficult to change. Through experimental surveys and qualitative case studies, I
find robust evidence that leaders do develop reputations for resolve independent of their state’s reputation.
Further, while these reputations can be conditioned by other factors, these effects are inconsistent. These
results have strong implications for the study of state conflict behavior and for the relative importance of
leaders to international relations. ",IR Scholarship,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
97,2013,When and Why State Project Power,"A century ago, most great powers built power projection capabilities to compete over access to and
control over resources and trade. However, since 1945, most of the world’s economically powerful states
have stopped projecting military force globally. Asia’s rapid economic development has increased
interdependence while dramatically shifting the distribution of power, overturning the geopolitical
chessboard in the region. Fears over a rising China and a declining U.S. have resulted in the distant rumblings
of a naval arms race as governments scramble to upgrade their naval forces. Why have some leaders stopped
projecting military power around the globe and why do some new powers appear to be starting again? This
puzzle motivates my two research questions: 1) when do leaders project power? and 2) why do leaders
project power? I argue that domestic political interests and institutions explain why (for what objectives)
leaders project power and international geopolitical competition explains when leaders project power. I test
my theory of why leaders project power with case studies of how leaders reacted to the exogenous exposure
of resources in the Arctic, North Sea and the South China Sea. I test my theory on when leaders project power
using a quantitative analysis of whether leaders build power projection capabilities.
In my presentation at the 2013 New Faces Conference, I discuss my theory and then focus on my
study of the Arctic. I look at how different types of leaders reacted to the exogenous exposure of Arctic
resources and whether or not they projected power to compete over maritime energy reserves in the region.
Leaders’ foreign policy choices are examined before and after the shock in 2007, the year that Arctic sea-ice
receded dramatically, even more than the most aggressive climate models had predicted. The second half of
this chapter focuses on a cross-regional comparison of how leaders reacted to the exposure of resources in
the Arctic vs. the North Sea. In the North Sea, rapid advances in offshore drilling technology allowed states to
drill for resources in areas
previously believed to be inaccessible. This comparison allows for a test of the theory’s predictions regarding
how leaders should behave in a region in which leaders have incompatible interests (the Arctic) vs.
compatible interests (the North Sea). Confirming the predictions of the theory, in the Arctic, I find that the
liberal leaders (U.S., Canada, and Denmark) project little power, while nonliberal leaders (states that are
resource-dependent and/or autocratic, i.e. Norway and Russia) reacted to the shock by projecting power with
greater intensity and frequency. The predictions of the theory are also supported in the cross-regional
comparison; Arctic leaders projected power while those in the North Sea did not.",IR Scholarship,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99,2013,"Undermining Resistance: Mobilization, Repression, and the Enforcement of Political Order","My dissertation examines the use of political repression in Guatemala from 1975-1985. Three
intricately related questions are investigated: why do governments repress their citizens; what impact does
repression have on citizen decisions to engage in dissent; and when does repression end. The project
develops a novel theory of government repression that focuses specifically on attempts by authorities to
undermine overt collective challenges, such as protest or terrorism, by targeting activities that precede
and/or support such behavior. While it is often suggested that one of the key reasons that challenges are not
observed in a particular situation is because expectations of repression prevent dissidents from organizing,
existing theory provides few details on how governments might anticipate the development of overt
collective challenges or how they attempt to undermine this behavior. What this project argues is that
governments are able to subvert the development of challenges by applying repression against mobilization
(i.e., forming and supporting an opposition organization from which overt collective challenges can be
initiated and sustained). Governments do not attempt to address all challengers but focus their efforts on
those mobilizing in support of highly transformative redistributions of political power. Indeed, repressing
radical mobilization is actually more effective for governments than repressing challenges because it
undercuts the organizations that support and sustain collective challenges. As a result, repression does not
end once overt challenges have been eliminated, but persists until the government has eliminated all forms of
mobilization that support of radical redistributions of political or economic power.
The investigation provides empirical evidence to support these claims by analyzing new data
collected from the confidential records of Guatemalan National Police. During most of the 20th century, the
Guatemalan National Police employed a central depository to store the records produced by the inner
workings of their bureaucracy (e.g., memos passed up and down the chain of command, arrest records, log
files summarizing daily activity, and investigative reports produced by local divisions, the central command,
or other specialized units). This warehouse and the millions of documents it contains were abandoned in
1996 and lingered for approximately ten years before being discovered and archived into newly formed
Archivo Histórico de la Policía Nacional (AHPN).
This archive provides unprecedented details on both the myriad of covert mobilization as well as
overt collective activities engaged in by challengers and the spectrum of repressive behavior employed by the
government. The digitization and archiving processes have recently been completed, and this study is one of
the first to have been granted access. During my field research at the AHPN, I constructed an events database
of political behavior participated in by mobilizers and challengers as well as all forms of repressive behavior
directed at such groups. In total, the project coded more than seven thousand acts of state and dissident
behavior. Analysis of the police data reveals how government forces employ coercion to subvert challenges
by directing repression against radical mobilization.
My paper at the 2013 New Faces Conference examines attempts by authorities to undermine overt
collective challenges, such as riots, protests, and acts of terror, by targeting activities that precede and/or
support such behavior. After providing a theory of how repression and resistance develop, the study
examines unique data drawn from the confidential records of the Guatemalan National Police to assess the
use of repressive action during the years between 1975 and 1985. Empirical tests demonstrate that 1)
government forces anticipate challenger development by identifying the mobilization activities nascent
challengers rely on to initiate and sustain overt collective challenges; and 2) that the use of repression to
undermine such efforts is specifically designed to contain the spread of radical (i.e., highly transformative)
mobilization. Implications are drawn for how we understand and study political conflict and order.",Nonstate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2013,The Determinants of Volatility in Foreign Policy,"To the casual observer of states’ relations, countries like the United States appear to always clearly
define other countries as either allies (e.g., Canada) or enemies (Cuba). This neat separation makes it easier to
deal with everyday matters such as trade tariffs, because it allows countries to quickly discern whom to
sanction and whom to support. There exists, however, a sizable subset of states—India and Pakistan among
them—whose relations are more volatile, that is, they are characterized by inconsistent shifts between
episodes of intense cooperation and episodes of bitter violence. For instance, in January 2011 Pakistan issued
a military threat to India to desist from its nuclear program. A mere week later, India forcibly accused
Pakistan of harboring terrorist attacks on Indian soil. In April of the same year, the two countries instituted a
joint working group to enhance trade ties between them. Yet, at the
beginning of May, India started conducting military exercises at the border with Pakistan, causing
Pakistan’s violent retaliation. What propels states’ relations to be volatile?
This dissertation investigates the presence of volatility in states’ foreign policy, and it offers a theory
of its determinants. Specifically, it presents a conceptualization of volatile foreign policy as being
characterized by inconsistent shifts between cooperative and conflictual actions, distinguishing volatility
from other characteristics of unstable foreign policy—such as the presence of cycles or of positive and
negative trends (Chapter I). It demonstrates that understanding volatility is crucial because volatile relations
breed violence by increasing states’ uncertainty over the likelihood of conflict recurrence, which
in turn increases the probability of conflict recurrence (Chapter II). It also shows that volatile relations
are pivotal relations, in that volatile dyads are more likely both to be more involved in crises and to
share membership of a greater number of International Organizations (Chapter II).
This dissertation advances a theory of volatility that integrates dynamics present both at the domestic and at
the international arena: states will be willing to explore cooperative policy options with
an opponent when they can negotiate from a position of power. Yet, contrary to common expectations,
the presence of multiple institutional constraints will lead to more, not less, volatility: when foreign
policy-making authority responds to multiple and heterogeneous domestic interests, states will be less
likely to establish a coherent foreign policy, because satisfying those domestic interests will often require
to engage in a diverse set of activities. Thus, the interaction between heterogeneous domestic
institutions and the power position in the international system will make states more subject to volatile
behavior (Chapter III). I test this theory of volatility complementing existing event datasets with originally
collected event data on the foreign policy interactions of rivals for the years 1948–2009. I then build an index
I of institutions’ heterogeneity, to measure the degree to which the foreign policy of a country is the reflection
of an heterogeneous set of multiple domestic interests (Chapter IV). Finally, I set to analyze the impact of
volatile relations on a recent episode of foreign policy: the developments of the “Six Party Talks,” the ongoing
negotiations between South Korea, North Korea, China, US, Russia and Japan over the acquisition of nuclear
capabilities on the part of North Korea (Chapter V).
To investigate volatility in the international arena, this dissertation utilizes a number of diverse
methodological tools: the definition of the concept of volatility is obtained through concept formation
analysis (Chapter I); the impact of volatile behavior on uncertainty is tested with a heteroskedastic
probit model, and the pivotal role of volatile relations is assessed through a bivariate probit (Chapter
II); the identification of volatility in the relations between states is obtained through the Box-Jenkins
analysis of the time series of foreign policy interactions; the theory of volatility is tested with panel
data models—such as the Arellano-Bond specification of dynamic models, as well as panel data models
with fixed effects, random effects and panel corrected standard errors. Finally, I set to analyze the
impact of volatile relations in the case of North Korea’s nuclear weapons acquisition process applying
a longitudinal social network analysis perspective on the interactions between the parties to the “SixParty Talks” through Temporal ERGMs (TERGMs) and SIENA models.",IR Scholarship,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
100,2014,War Exhaustion and the Stability of Arms Treaties,"Why do states acquire nuclear weapons? Existing theories of nuclear proliferation fail to account for the impact of bargaining on the process—i.e., credible agreements exist in which rival states make sufficient concessions to convince the potential rising state not to proliferate. This dissertation proves the existence of that range of settlements and the robustness of the inefficiency puzzle. It then provides two main explanations as to why states proliferate anyway. First, if the would-be proliferate expects to lose the ability to construct nuclear weapons in the future, the states face a commitment problem: the rival state would like to promise to continue providing concessions into the future but will renege once proliferation is no longer an option. And second, if the proliferator's rival faces some sort of uncertainty—whether regarding the potential proliferator's ability to go nuclear or regarding its previous proliferation activity—the optimal offer can entail positive probability of nuclear investment. However, the nonproliferation regime's mission to increase the cost of building often leads to Pareto improvement. Put differently, rising states sometimes benefit directly by making their nuclear options more costly",Nuclear Weapons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2014,"A Lost Peace? The Superpowers and the Middle East Impasse, 1967-1979","My dissertation centers on the question of why the United States and the Soviet Union proved incapable of cooperating to achieve a comprehensive Arab-Israeli settlement during the period between the end of the 1967 Six-Day War and the conclusion of a separate Egyptian-Israeli peace treaty in March 1979. The failure of the two superpowers to cooperate to bring about a final resolution to the Middle East conflict is quite puzzling, given that such a joint approach would have offered both Washington and Moscow significant strategic advantages. Indeed, for the Americans a superpower-brokered arrangement would have settled a long-standing dispute, the consequences of which routinely affected U.S. interests in a geopolitically vital region of the world, and assured Israel’s existence and security. Likewise, the Soviets would have made gains in the Arab world for their role in bringing about a final deal and solidified the U.S.S.R.’s great power status. Moreover, both sides would have benefitted from strengthened bilateral ties, which would have helped create a more stable international security architecture and reinforced the budding détente between them. In short, while strategic imperatives would have suggested that the Americans and Soviets ought to have collaborated in the Middle East, no such arrangement ever came about. I examine this puzzle by exploring six main variables, namely, bipolarity, the influence of nuclear weapons, misperception/mistrust, domestic politics, the impact of the preferences of the superpowers’ regional clients, and the role of individual leaders. Using a methodology of robust process-tracing that relies heavily on recently declassified primary source material, my dissertation sheds light on the major empirical, historical, theoretical, and policy relevant questions associated with this subject.",Conflict between states,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2014,“Economic Interdependence and the Kantian Peace: Determining Whether and How Economic Linkages Reduce Militarized Conflicts,"The large body of research investigating the relationship between economic interdependence and a reduction in conflict has, on balance, demonstrated a correlation between the level of economic exchange and a reduced probability of a militarized interstate dispute. These studies have largely limited their focus to the relationship between these general phenomena, however, and have failed to test and establish a relationship between domestic economic interests and foreign policy decision-making. This is problematic because the causal logic of interdependence rests on the assertion that national political leaders are constrained by economic actors whose interests would be harmed by the initiation or escalation of violent conflict. The goal of this dissertation is to establish a crucial test for interdependence theory by directly assessing whether key political actors respond to economic interests with policies aimed at reducing military tensions when disputes between economically interdependent states arise. The central causal mechanism of interdependence theory will be tested through a process-tracing research design on a medium-n qualitative dataset of all economically interdependent strategic rivals (Colaresi, Rasler and Thompson 2007) since 1870. Additionally, a more detailed case study of Colombia - Venezuela economic and security relations (1980 - 2010) will include interviews with key political decision-makers. These results will be aggregated on a success-failure continuum to further investigate the boundary conditions, such as political institutions and the severity of threats, which may mediate the effectiveness of economic interdependence to reduce militarized conflicts. Finally, to check for the possibility of selection effects, the study concludes with a quasiexperimental matching design of all strategic rivals in which interdependence is conceptualized as the treatment. The expected results have significant implications for policy and future research on economic interdependence by providing a basis upon which to confirm or disconfirm the fundamental logic of this theory.",Conflict between states,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
101,2014,Petty Despots and Executive Officials: Civil-Military Relations in the Early U.S. Navy,"This dissertation explores the evolution of civilian control in the United States Navy from its creation in 1794 to the establishment of the Board of Navy Commissioners following the War of 1812. It argues that, while civilian supremacy was unchallenged in the early republic, the exact nature of the relationship between military officers and their government was never clearly spelled out. Over time, secretaries of the navy proved willing to allow senior officers substantial autonomy managing the internal affairs of the navy and especially in their handling of subordinates. There was never a clear set of guidelines for the relationship beyond an assumption of civilian control, and officers routinely tested the bounds of their authority. The specific parameters of the relationship had to be renegotiated with each new secretary. No Secretary of the Navy wished to turn his officers into automatons, however. Successive secretaries did recognize their officers’ expertise and experience, if not always to the degree officers wanted, and sought to give sufficiently broad orders to avoid stifling captains’ talents. All the secretaries of the navy in this period even tolerated a measure of insubordination and internal squabbling from officers who proved not only competent, but aggressive in the face of the enemy. Meanwhile, officers perceived as lazy or timid were forced out of the service. Aware of America’s weakness vis-à-vis Europe’s powers, Federalist and Republican Presidents alike rewarded captains who proved zealous and even reckless in defending the nation’s honor. William Jones, appointed Secretary of the Navy in the midst of the War of 1812, tried to alter this mindset and encourage caution in the face of the mighty Royal Navy, but he met with limited success. Attitudes of aggressiveness in the face of combat and loosely interpreting orders were too ingrained in the officer corps to be wiped away in a matter of months.",Civil-military,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2014,“Multiparty Mediation: Identifying Characteristics of the Mediation Dream Team,"The substantial variance within multiparty mediation efforts has significant implications for the usefulness of mediation in conflicts seeking a peaceful resolution. Multiple mediators sometimes complicate the negotiating environment, decreasing the chances of peace and giving multiparty mediation a reputation for ineffectiveness. In particular, multiple mediators can result in forum-shopping, mixed messages, and freeriding. Not all multiparty efforts, however, are equally plagued by these problems. Moreover, some multiparty efforts provide unique advantages that make them better able to influence the combatants and generate an agreement. These advantages not only increase the probability of a negotiated settlement, but also of successfully implementing the settlement and producing a lasting peace. This project explores these differences, providing a more nuanced theoretical framework for considering the effect of multiparty mediation on conflict resolution. Beginning with the assertion that mediation is a club, and as such is vulnerable to overcrowding, this project explores the ideal composition of mediation teams. As a heterogeneous club, some potential mediators are more desirable than others. Desirable mediators balance the team's biases with regard to the disputants or provide a complementary source of leverage. Additionally, coordination within the team minimizes the risk of overcrowding. Therefore, the mediation dream team is a 4 coordinated, balanced, and complementary collection of international actors. To evaluate these assertions, new data on mediation team coordination was collected. Additionally, new measures of balance and complementary mediation efforts were developed. The statistical analyses conducted confirm that these differences in multiparty mediation efforts have significant and substantial influence on mediation success.",IR Scholarship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2014,"The Justice Dilemma: International Criminal Accountability, Mass Atrocities, and Civil Conflict","How does the justice cascade—the rapid trend toward holding leaders accountable for gross human rights violations—affect political violence? I argue that international justice produces both positive and negative effects by influencing the post-tenure fates of leaders. By undermining the possibility of a safe exile for culpable leaders, international justice incentivizes such leaders to cling to power and gamble for resurrection when they would otherwise flee abroad. Yet, for exactly the same reason, international justice also deters atrocities. Since leaders know that committing atrocities will decrease their exit options if they need to flee abroad, international accountability effectively increases the cost of atrocities. Taken together, these predictions form a dilemma: the justice cascade reduces the incidence of atrocities, but it also undermines conflict termination efforts after atrocities occur. To test my argument, I examine the arrest of former Chilean leader Augusto Pinochet in the United Kingdom in 1998—the first time a leader was arrested in a foreign state for international crimes—as an exogenous shock to other leaders’ beliefs about the likelihood of posttenure international punishment. My results offer compelling support for the theory. Whereas culpable leaders are no more or less likely to flee abroad than nonculpable leaders before 1998, culpable leaders are about seven times less likely to go into exile than nonculpable leaders after 1998. Rather than flee abroad, culpable leaders now have incentives to fight until the bitter end. Indeed, while there is no evidence of a relationship between leader culpability and conflict duration before 1998, I demonstrate that civil conflicts last significantly longer when culpable leaders are in power during the post-1998 period. This dark side of justice, however, creates a benefit: deterrence. Since leaders want to keep the exile option open in case they need it, leaders are about five times less likely to commit atrocities after 1998 than they were previously.",IR Scholarship,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2014,"Beyond Revolution and Repression: U.S. Foreign Policy and Latin American Democracy, 1980-1989","My dissertation, “Beyond Revolution and Repression: U.S. Foreign Policy and Latin American Democracy,
1980-1989” places the history of U.S.-Latin American relations in the 1980s in a transnational context. Using
domestic and international archives to weave together high policymaking in Washington with national and
local politics in Central and South America, I explore how U.S. officials reacted to and participated in
interrelated processes of political violence and democratization. While critiquing the Reagan administration’s
ideological support for the military Right’s counterinsurgency efforts, my project shows how Republican
policymakers simultaneously adopted a strategy of democracy promotion aimed at developing a Latin
American political center. Drawing upon archives in the United States, Central America, and South America,
my research seeks to +illustrate how Reagan’s unlikely foray into nation building shaped the social, economic,
and political contours of U.S.-Latin American relations beyond the end of the Cold War. My project also
foreshadows debates about the relationship between power and values in American foreign policy that
continue to resonate in the aftermath of America’s “neoconservative moment.”",IR Scholarship,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
104,2014,"Protection States Trust?: Major Power Patronage, Nuclear Behavior, and Alliance Dynamics","Why do some states that receive a nuclear security guarantee move towards, and sometimes back away from, nuclear weapons? To answer these questions, I propose alliance compensation theory. I argue that allies become more likely to engage in nuclear behavior when they doubt the reliability of the security guarantees they receive from their major power patrons (e.g., the United States and the Soviet Union). Specifically, I show that allies evaluate the strength of these guarantees by referring to their patron’s overseas conventional military deployments and foreign policy doctrines – in short, its strategic posture. When the nuclear-armed patron implements undesirable conventional military redeployments (e.g., unilateral troop withdrawals), the ally loses confidence in the patron’s earlier pledges to provide it with military support in a future nuclear crisis. These doubts encourage the ally to adopt policies that range from signaling an interest in a nuclear arsenal to activating a nuclear weapons program. Allies that covertly undertake nuclear activities are seeking to produce an independent deterrent. Allies that overtly engage in nuclear behavior are also bargaining over the terms of their patron’s security guarantees. I further argue that the interaction of two variables – the ally’s economic and security dependence on the patron – affect the major power’s ability to force the ally to credibly renounce nuclear weapons acquisition. To test this argument, I include three main cases on West Germany, Japan, and South Korea in addition to narrower cases on the United Kingdom, France, and Soviet allies. I also draw on statistical analysis to investigate the relationship between conventional military withdrawals and the likelihood of US allies to engage in nuclear behavior.",IR Scholarship,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2014,The Constraining Power of the Nuclear Nonproliferation Regime.,"This dissertation examines how the nuclear nonproliferation regime, and international security institutions more generally, affect the behavior of states. These institutions seem to defy existing theory: punishment is difficult and information hard to come by, yet security institutions often boast near-universal membership and seem to enjoy high levels of compliance. I argue that these institutions can effectively constrain state behavior because states use the accession and compliance decisions of others as important clues about the efficacy of an institution and about the underlying policy preferences of members and non-members alike. I test my hypotheses using data on states’ pursuit of nuclear weapons and their membership in the various international agreements that make up the nuclear nonproliferation regime. I not only identify strong support for the constraining power of the nuclear nonproliferation regime, but also find that the decision of a state to seek nuclear weapons is conditioned to a surprising degree on the compliance of the overall population of member states. At the same time, how the international community responds to a state’s nuclear weapons pursuit depends heavily on the extent to which it is embedded within the larger regime complex. My findings have important implications both for the literatures on international security and international institutions— where the constraining role of security institutions has largely evaded in-depth treatment—and for the ongoing policy debate over the efficacy of the nuclear nonproliferation regime theory and policy. With regards to international theory, I show that weaker allies do have coercive bargaining leverage over their stronger allies. When confronted with unfavorable changes to their patron’s strategic posture, allies sometimes used the threat of acquiring nuclear weapons so as to ensure that their security guarantees would remain credible. Thus, in maintaining a hegemonic order that prioritizes nuclear nonproliferation, the strong sometimes suffer as they must. The weak are not passive players in high-stakes security relations in international politics. With regards to policy, credibility and reputation matter. Accordingly, because the United States faces pressure to scale down its military commitments abroad, it must do so in a manner that does not alienate allies so as to provide them with incentives for nuclear weapons acquisition.",Nuclear Weapons,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2015,Selling Her the Military: Recruiting Women into the United States Armed Forces in World War II,"The onset of World War II precipitated a labor shortage throughout the United States. The increasing demand for men in both industry and the military drove many employers to search for new labor pools – white women and men and women of color. This project will consider the ways in which women were recruited into the United States military, beginning with the first legislation in 1942, and ending in 1945, when the war ended and new recruits were no longer needed. This project considers the recruiting campaigns for the Army, Navy, and Marine Corps, including posters, magazine advertisements, and radio spots, and process by which the campaigns were developed. It will show a conversation within public relations and recruiting departments, as well as the conversation with the women encountering the materials in public spaces. This project will further demonstrate that the recruiting campaigns had the unintended result of changing how gender was perceived in the United States. 

",Military History,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,2015,"American Evangelicals, Israel, and Modern Christian Zionism","This dissertation traces a significant shift in Evangelical thinking about Jews, Judaism, and Israel that occurred after the establishment of the state of Israel in 1948. Beginning with the first American Evangelicals to move to Israel in the 1950s, I examine a tightknit group of missionaries and organizational leaders who, in response to their experiences abroad and growing institutional and intellectual ties between Israel and the United States, developed a cluster of ideas I have termed “Interfaith Evangelicalism.” These ideas rethought traditional Christian understandings of Jews and Jewish missions, and emphasized Christian support for Israel and the “Jewish roots” of Christianity. Intersecting with broader conversations about Judeo-Christianity, interfaith dialogue, and Holy Land tourism, Interfaith Evangelicalism emerged, after the Arab-Israel War in June 1967, as a primary conduit for Israel and the American Jewish Committee (the most engaged American Jewish organization on issues of interfaith relations) to court American Evangelical leaders. The resulting special relationship would have significant consequences for U.S.-Israeli diplomatic and cultural relations.",IR Scholarship,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2015,Who Can Keep the Peace? Insurgent Organizational Control of Collected Violence,"The United States and other members of the international community have expended billions of dollars and thousands of lives confronting insurgent organizations across the globe. Strikingly, however, there has been little analysis of how some groups have developed the military capacity to challenge superior forces. The importance of this question has been illustrated by the recent rise of the so-called Islamic State in Iraq and Syria. Yet, existing research provides limited insight as (1) it has not conceptualized military eﬀectiveness in a sub-state context, and (2) it is focused on structural determinants of insurgent behavior. Thus, I construct a conception of insurgent military eﬀectiveness capturing distinctions such as insurgents’ inability to keep ceasefires or to control who is targeted by violence as well as a theory arguing that it is not the resources organizations have that determine eﬀectiveness, but how well their organizational structure allows them to leverage those resources. In particular, the theory focuses on both informal structures of social support and formal military structures such as logistics, command and control, and personnel management systems in explaining how some insurgent organizations achieve relatively high levels of military eﬀectiveness and others do not. After using a large-N analysis to demonstrate that structural factors are poor predictors of organizational structure and conflict outcomes, I test my theory with in-depth case studies of groups from Vietnam (1940-1975) and Iraq (2003-present) using archival documents, interviews, and secondary sources. My research untangles puzzles such as how, in Vietnam, the Viet Minh and Viet Cong became so successful while other nationalist and religious groups did not or, in Iraq, how the so-called Islamic State has operated with such military prowess. My findings also help to clarify existing research—such as the study of fragmentation during civil war—while providing precise suggestions about managing sub-state violence by better identifying and training partners, crafting and maintaining peace agreements, and addressing poor governance that perpetuates conflict.",Non-state,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
112,2015,Credibility in Crisis: The Role of Leadership Beliefs in State Threat Assessments,"Why is it that some threats are believed credible by states during crises, while others are not? How do target states interpret coercive signals intended to establish threat credibility during these periods? Any detailed, systematic investigation of these questions is largely missing in International Relations (IR). In brief, and counter to standard rationalist and power-based theories, I argue that variation in leadership beliefs within a target state are key to understanding how threatening signals are interpreted during crises. Research within political science has shown that decision makers’ differing belief systems and assumptions about the nature of international politics can hold important implications for political outcomes. I build on this research to argue that a target state’s prior interactions with an adversary determine its leader’s beliefs and expectations regarding the extent of that adversary’s interests and satisfaction with the status quo. Beliefs about an adversary’s interests and goals feed into a target state leader’s perception of his or her threat environment, helping to clarify the primary sources of potential insecurity. Leaders prioritize their threat environments based on these beliefs and allocate states resources to those threats deemed more urgent than others. When future crises arise, a target state leader’s prior beliefs act as important lenses, filtering information and determining how signals are received and interpreted, with important implications for assessments of threat credibility.  I build and test this theory through the comparative historical analysis of five carefully selected interstate crises – the Suez Crisis, the Cuban Missile Crisis, the Sino-Soviet Border Crisis, the Falklands War, and the Iraq War 2003. This project offers important insights to policymakers and academics alike. In terms of its theoretical import, the findings of this dissertation contribute to theories of crisis bargaining, foreign policy decision making, and recent work linking regime type to war. Beyond its academic significance, this dissertation also aims to provide policymakers with a better understanding of the limitations inherent in interstate communication, as well as to identify some conditions under which signaling mechanisms can be employed effectively to convey U.S. resolve in the future.",IR Scholarship,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2015,Evaluating the Changing of the Guards: Survey Evidence from Liberia on Security Sector: Female Ratio Balancing Reforms,"What role does gender play as post-conflict countries strive to re-establish confidence in their domestic institutions?  Since 2000, The United Nations has embarked on an ambitious agenda to female ratio balance the domestic institutions of post-conflict countries as a means to establish long-term peace and stability. This paper builds on this wisdom by suggesting that female ratio balancing in the security sector meets three possible criteria for restoring trust in the domestic institutions of post-conflict countries: constraint, inclusiveness, and transformation. Using this logic, female ratio balancing as a security sector reform has the potential to increase confidence in domestic institutions and thereby create the right conditions for peacekeeping transition.   The argument is tested using original surveys conducted in post-conflict Liberia.  All expectations received empirical support.  The findings suggest that policies related to gender may contribute to improving trust in the state, thereby exhibiting the importance of considering gender in theories related to post-conflict peace building and international relations more broadly.",IR Scholarship,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
114,2015,Extracting the Eagle’s Talons: The Soviet Union in Cold War Latin America,"While the Cold War in Latin America has been examined from a variety of angles, the scholarship on Soviet-Latin American relations is thin, outdated, and based almost totally on published sources. Moreover, much of the literature is replete with misconceptions about the nature of the Soviet approach to the Western Hemisphere and the relationship between Moscow and its regional allies. Using a case study approach, and based on substantial research in the archives of the former Soviet Union, this dissertation argues that Moscow’s approach to Latin America was more cautious and pragmatic than ideological and messianic. Rather than attempting to extend their control over the region, the Soviets instead sought to pry Latin American regimes away from dependence on the United States and to encourage the region to adopt a non-aligned foreign policy. To a degree heretofore not sufficiently appreciated, this approach involved the clever use of international organizations, particularly the United Nations and the Non-Aligned Movement. Moreover, Latin American communists and Soviet sympathizers were hugely influential in shaping Moscow’s perceptions of the region and its relationship to the United States, and in pressuring Soviet leaders to provide more support to their regional allies.",Soviet Union,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
115,2015,"The Control War: Communist Revolutionary Warfare, Pacification, and the Struggle for South Vietnam, 1968-1975.","The Second Indochina War, like all armed conflicts, possessed a unique spatiality. Although often called a “war without fronts,” the reality is that it was a war with innumerable fronts, as insurgents and counterinsurgents wrestled to seize political power and to control territory and population throughout forty-four provinces, 250 districts, and more than 11,000 hamlets. The contest for South Vietnam was not one geographical war, but many; it was a highly complex politico-military struggle that fragmented space and atomized the battlefield along a million divergent points of conflict. Like other irregular civil conflicts, the key to winning political power in South Vietnam was to control both the physical world (territory, population, resources) and the ideational world (the political organization of occupied territory). The means to do so was insurgency and pacification – two approaches that pursued the same goals (population and territory control) and used the same methods (a blend of military force, political violence, and socioeconomic policy) despite their countervailing purposes. This dissertation explores the highly complex and irregular spatiality of the Second Indochina War and examines the ways that both the communists and the Republic of Vietnam and its American ally conceptualized space and utilized geography and the environment to serve strategic, tactical, and political purposes. It argues that the war was shaped, and in large part determined, by spatial and environmental factors. The natural and the manmade world were not only central but a decisive factor in the trajectory / outcome of this irregular conflict. The study is intended to enrich our understanding of the war in Southeast Asia and shed further light on this unique conflict (and other irregular wars) by highlighting dimensions (spatial and geographical) that heretofore have been marginalized or overlooked within straightforward political and / or military analyses.",IR Scholarship,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
